Ruta,Repartidor,Vehículo,orden_recomendado,orden_original,Clientes,ClienteID,Nombre,Dirección,Zona,horario_inicio,horario_fin,criterio_orden
DR0031,850021,11459997,3,5,BAR MAJOR 47,9100154524,BAR MAJOR 47,PLAZA PAU PICASSO 1,MONTORNES DEL VALLES,,,zona -> horario_inicio -> orden_actual
DR0031,850021,11459997,4,6,MERCAT DEL CARME BAR,9100055275,MERCAT DEL CARME BAR,CALLE FEDERICO GARCIA LORCA 3,MONTORNES DEL VALLES,,,zona -> horario_inicio -> orden_actual
DR0031,850021,11459997,5,7,BAR LOS HERMANOS.,9100044366,BAR LOS HERMANOS.,FEDERICO GARCIA LORCA 21,MONTORNES DEL VALLES,,,zona -> horario_inicio -> orden_actual
DR0031,850021,11459997,6,8,"BAR L,OREIG (HOTEL CAN CAMPA)",9100043408,"BAR L,OREIG (HOTEL CAN CAMPA)",ONCE DE SEPTIEMBRE 51,MONTORNES DEL VALLES,,,zona -> horario_inicio -> orden_actual
DR0031,850021,11459997,7,2,El Racó d'en Joan,9100669904,El Racó d'en Joan,Carrer de Carles Riba 3,MONTORNÈS DEL VALLÈS,00:00,18:00,zona -> horario_inicio -> orden_actual
DR0031,850021,11459997,8,3,VALLES DONER KEBAB,9100622604,VALLES DONER KEBAB,Avinguda de l'Onze de Setembre 36,MONTORNÈS DEL VALLÈS,,,zona -> horario_inicio -> orden_actual
DR0031,850021,11459997,9,9,903100 PLASTICOS TA-TAY,119717,903100 PLASTICOS TA-TAY,"CTRA. SANT ADRIA A LA ROCA, KM. 15,",MONTORNÈS DEL VALLÈS,,,zona -> horario_inicio -> orden_actual
DR0031,850021,11465598,1,7,CAFETERIA GRANJA LA CREPE,9100229412,CAFETERIA GRANJA LA CREPE,JOSEP TARRADELLAS 16,MONTMELO,,,zona -> horario_inicio -> orden_actual
DR0031,850021,11465598,2,12,RTE. CA LA POLI,9100055035,RTE. CA LA POLI,CALLE MAJOR 61,MONTORNES DEL VALLES,00:00,13:00,zona -> horario_inicio -> orden_actual
DR0031,850021,11465598,3,8,BAR ISLA CRISTINA,9100198106,BAR ISLA CRISTINA,CALLE PALAU D'AMETLLA 14,MONTORNES DEL VALLES,09:00,14:00,zona -> horario_inicio -> orden_actual
DR0031,850021,11465598,4,9,BAR MAJOR 47,9100154524,BAR MAJOR 47,PLAZA PAU PICASSO 1,MONTORNES DEL VALLES,,,zona -> horario_inicio -> orden_actual
DR0031,850021,11465598,5,10,GRANJA SANTIAGO,9100129120,GRANJA SANTIAGO,CALLE BLAS INFANTE 8,MONTORNES DEL VALLES,,,zona -> horario_inicio -> orden_actual
DR0031,850021,11465598,6,11,BAR SALON DEPORTIVO,9100055925,BAR SALON DEPORTIVO,BLAS INFANTE 2,MONTORNES DEL VALLES,,,zona -> horario_inicio -> orden_actual
DR0031,850021,11465598,7,13,SUPERMERCAT MAJOR,9100044050,SUPERMERCAT MAJOR,MAJOR 70,MONTORNES DEL VALLES,,,zona -> horario_inicio -> orden_actual
DR0031,850021,11465598,8,14,BAR 28,9100043540,BAR 28,MAJOR 28,MONTORNES DEL VALLES,,,zona -> horario_inicio -> orden_actual
DR0031,850021,11465598,9,1,CHURROS CRUZ,9100725417,CHURROS CRUZ,Plaça de Pau Picasso 1,MONTORNÈS DEL VALLÈS,,,zona -> horario_inicio -> orden_actual
DR0031,850021,11465598,10,2,WOOD & COFFEE,9100724298,WOOD & COFFEE,Carrer de Jacint Verdaguer 9,MONTORNÈS DEL VALLÈS,,,zona -> horario_inicio -> orden_actual
DR0031,850021,11465598,11,3,AMBIGU,9100650953,AMBIGU,Carrer Major 64,MONTORNÈS DEL VALLÈS,,,zona -> horario_inicio -> orden_actual
DR0031,850021,11465598,12,4,LA BRUIXETA,9100542820,LA BRUIXETA,Carrer de Jacint Verdaguer 6,MONTORNÈS DEL VALLÈS,,,zona -> horario_inicio -> orden_actual
DR0031,850021,11465598,13,5,EL MORDISKITO MONTORNES,9100529300,EL MORDISKITO MONTORNES,CALLE PALAU D'AMETLLA 15,MONTORNÈS DEL VALLÈS,,,zona -> horario_inicio -> orden_actual
DR0031,850021,11465598,14,6,PASTELERIA CAFETERIA ELENA,9100468163,PASTELERIA CAFETERIA ELENA,MAJOR 45,MONTORNÈS DEL VALLÈS,,,zona -> horario_inicio -> orden_actual
DR0031,850021,11469826,1,7,CAFETERIA ZURICH,9100512676,CAFETERIA ZURICH,CALLE MAJOR 11,MONTMELO,,,zona -> horario_inicio -> orden_actual
DR0031,850021,11469826,2,9,PEPE.COM,9100151684,PEPE.COM,AVENIDA MIL.LENARI 15,MONTMELO,,,zona -> horario_inicio -> orden_actual
DR0031,850021,11469826,3,10,BAR PLAZA GRAN,9100043839,BAR PLAZA GRAN,GRAN 3,MONTMELO,,,zona -> horario_inicio -> orden_actual
DR0031,850021,11469826,4,11,BAR EL GARAJE,9100041161,BAR EL GARAJE,CALLE JOSEP TARRADELLAS 28,MONTMELO,,,zona -> horario_inicio -> orden_actual
DR0031,850021,11469826,5,1,Venecia,9100745792,Venecia,AVENIDA MIL.LENARI 12,MONTMELÓ,,,zona -> horario_inicio -> orden_actual
DR0031,850021,11469826,6,2,Bar Refugio,9100743554,Bar Refugio,Avinguda del Mil·lenari s/n,MONTMELÓ,,,zona -> horario_inicio -> orden_actual
DR0031,850021,11469826,7,3,PIZZERIA MAYOR,9100729943,PIZZERIA MAYOR,Carrer Major 27,MONTMELÓ,,,zona -> horario_inicio -> orden_actual
DR0031,850021,11469826,8,4,TAPETES BAR,9100678295,TAPETES BAR,Passeig de les Corts Catalanes 7,MONTMELÓ,,,zona -> horario_inicio -> orden_actual
DR0031,850021,11469826,9,5,HOSTAL SERRA,9100563721,HOSTAL SERRA,MAJOR 1,MONTMELÓ,,,zona -> horario_inicio -> orden_actual
DR0031,850021,11469826,10,6,BAR BOTE,9100521616,BAR BOTE,CALLE SANTIAGO RUSI?OL 9,MONTMELÓ,,,zona -> horario_inicio -> orden_actual
DR0031,850021,11469826,11,8,BAR MARIA,9100702913,BAR MARIA,Carrer del Sol 3,MONTORNÈS DEL VALLÈS,00:00,18:00,zona -> horario_inicio -> orden_actual
DR0031,850021,11480396,1,3,MARTU CITY,9100233605,MARTU CITY,PIERA 53,MARTORELLES,00:00,00:00,zona -> horario_inicio -> orden_actual
DR0031,850021,11480396,2,1,EL LORO CHARLY RESTAURANT,9100564349,EL LORO CHARLY RESTAURANT,Carrer de la Carrerada 5,MARTORELLES,,,zona -> horario_inicio -> orden_actual
DR0031,850021,11480396,3,2,BAR RTE DOCTÑE,9100377532,BAR RTE DOCTÑE,CALLE CARRERADA 11,MARTORELLES,,,zona -> horario_inicio -> orden_actual
DR0031,850021,11480396,4,4,RAIGUER III,9100139142,RAIGUER III,CAN FENOSA 21,MARTORELLES,,,zona -> horario_inicio -> orden_actual
DR0031,850021,11480396,5,5,PARADIS GRANJA,9100112714,PARADIS GRANJA,CALLE LA PRIMAVERA 10,MARTORELLES,,,zona -> horario_inicio -> orden_actual
DR0031,850021,11480396,6,6,BAR CABALLERO (OCAÑA),9100054923,BAR CABALLERO (OCAÑA),AVENIDA PIERA 45,MARTORELLES,,,zona -> horario_inicio -> orden_actual
DR0031,850021,11480396,7,7,(RESTAURANT) SPORT & HEALTH OXIGEN,128916,(RESTAURANT) SPORT & HEALTH OXIGEN,"CALLE VERNEDA 66-70, LOCAL 2",MARTORELLES,,,zona -> horario_inicio -> orden_actual
DR0031,850021,11486834,1,8,CAFETERIA GRANJA LA CREPE,9100229412,CAFETERIA GRANJA LA CREPE,JOSEP TARRADELLAS 16,MONTMELO,,,zona -> horario_inicio -> orden_actual
DR0031,850021,11486834,2,1,BOKAO,9100735422,BOKAO,CALLE VIC 7,MONTMELÓ,,,zona -> horario_inicio -> orden_actual
DR0031,850021,11486834,3,5,BAR CAMPO FUTBOL MONTMELO,9100558085,BAR CAMPO FUTBOL MONTMELO,Carrer Folch i Torras 1,MONTMELÓ,,,zona -> horario_inicio -> orden_actual
DR0031,850021,11486834,4,7,FRANKFURT II VELEZ,9100366735,FRANKFURT II VELEZ,AVENIDA L'ONZE DE SETEMBRE 29,MONTORNES DEL VALLES,,,zona -> horario_inicio -> orden_actual
DR0031,850021,11486834,5,9,GRANJA SANTIAGO,9100129120,GRANJA SANTIAGO,CALLE BLAS INFANTE 8,MONTORNES DEL VALLES,,,zona -> horario_inicio -> orden_actual
DR0031,850021,11486834,6,10,MERCAT DEL CARME BAR,9100055275,MERCAT DEL CARME BAR,CALLE FEDERICO GARCIA LORCA 3,MONTORNES DEL VALLES,,,zona -> horario_inicio -> orden_actual
DR0031,850021,11486834,7,11,BAR LOS HERMANOS.,9100044366,BAR LOS HERMANOS.,FEDERICO GARCIA LORCA 21,MONTORNES DEL VALLES,,,zona -> horario_inicio -> orden_actual
DR0031,850021,11486834,8,2,BRASERIA LA TEJA,9100726583,BRASERIA LA TEJA,Carrer Major 57,MONTORNÈS DEL VALLÈS,08:45,13:00,zona -> horario_inicio -> orden_actual
DR0031,850021,11486834,9,3,VALLES DONER KEBAB,9100622604,VALLES DONER KEBAB,Avinguda de l'Onze de Setembre 36,MONTORNÈS DEL VALLÈS,,,zona -> horario_inicio -> orden_actual
DR0031,850021,11486834,10,4,BAR PICASSO,9100617121,BAR PICASSO,PLAZA PAU PICASSO 9,MONTORNÈS DEL VALLÈS,,,zona -> horario_inicio -> orden_actual
DR0031,850021,11486834,11,6,' EL NOU' TOÓ RICO,9100536762,' EL NOU' TOÓ RICO,CALLE MAJOR 66,MONTORNÈS DEL VALLÈS,,,zona -> horario_inicio -> orden_actual
DR0031,850021,11486834,12,12,BRASERIA CAMPINS,9100042801,BRASERIA CAMPINS,Avinguda del Riu Mogent 1,MONTORNÈS DEL VALLÈS,,,zona -> horario_inicio -> orden_actual
DR0031,850021,11486834,13,13,BAR PLAZA PUEBLO,9100728505,BAR PLAZA PUEBLO,Plaça del Poble 14,MONTORNÈS DEL VALLÈS,,,zona -> horario_inicio -> orden_actual
DR0031,850021,11491478,1,7,EL LORO CHARLY RESTAURANT,9100564349,EL LORO CHARLY RESTAURANT,Carrer de la Carrerada 5,MARTORELLES,,,zona -> horario_inicio -> orden_actual
DR0031,850021,11491478,2,1,BAR LINARES,9100761780,BAR LINARES,Plaça Sant Isidre S/N,MONTMELÓ,00:00,18:00,zona -> horario_inicio -> orden_actual
DR0031,850021,11491478,3,3,RESTAURANT 69KDIRES,9100749021,RESTAURANT 69KDIRES,Avinguda de Pompeu Fabra 24,MONTMELÓ,,,zona -> horario_inicio -> orden_actual
DR0031,850021,11491478,4,8,HOSTAL SERRA,9100563721,HOSTAL SERRA,MAJOR 1,MONTMELÓ,,,zona -> horario_inicio -> orden_actual
DR0031,850021,11491478,5,9,NOU TOÓ RICO (MONTMELÓ),9100537742,NOU TOÓ RICO (MONTMELÓ),Carrer Major 51,MONTMELÓ,,,zona -> horario_inicio -> orden_actual
DR0031,850021,11491478,6,13,RTE. CA LA POLI,9100055035,RTE. CA LA POLI,CALLE MAJOR 61,MONTORNES DEL VALLES,00:00,13:00,zona -> horario_inicio -> orden_actual
DR0031,850021,11491478,7,11,BAR MAJOR 47,9100154524,BAR MAJOR 47,PLAZA PAU PICASSO 1,MONTORNES DEL VALLES,,,zona -> horario_inicio -> orden_actual
DR0031,850021,11491478,8,12,CAN SALA,9100125812,CAN SALA,JOSEP TERRADELLAS SN,MONTORNES DEL VALLES,,,zona -> horario_inicio -> orden_actual
DR0031,850021,11491478,9,4,BRASERIA LA TEJA,9100726583,BRASERIA LA TEJA,Carrer Major 57,MONTORNÈS DEL VALLÈS,08:45,13:00,zona -> horario_inicio -> orden_actual
DR0031,850021,11491478,10,10,BAR CULIBLANCO - CAMPO FUTBOL ATLET,9100296409,BAR CULIBLANCO - CAMPO FUTBOL ATLET,Carrer del Gran Vial 3,MONTORNÈS DEL VALLÈS,09:00,11:30,zona -> horario_inicio -> orden_actual
DR0031,850021,11491478,11,5,AMBIGU,9100650953,AMBIGU,Carrer Major 64,MONTORNÈS DEL VALLÈS,,,zona -> horario_inicio -> orden_actual
DR0031,850021,11491478,12,2,BRUNCH 4.12 MUSIC,9100757477,BRUNCH 4.12 MUSIC,Plaça la Vila 2,SANT FOST DE CAMPSENTELLES,,,zona -> horario_inicio -> orden_actual
DR0031,850021,11491478,13,6,LOS CUESTAS,9100613076,LOS CUESTAS,Carrer Joaquim Blume 13,SANT FOST DE CAMPSENTELLES,,,zona -> horario_inicio -> orden_actual
DR0031,850021,11561588,1,3,EL TIRO DE GRANOLLERS,9100653355,EL TIRO DE GRANOLLERS,Passeig l'Alzina 1,CANOVELLES,,,zona -> horario_inicio -> orden_actual
DR0031,850021,11561588,2,1,COROMINES Coffee & Bakery Brunch,9100677377,COROMINES Coffee & Bakery Brunch,Carrer de Joan Corominas 22,GRANOLLERS,,,zona -> horario_inicio -> orden_actual
DR0031,850021,11561588,3,2,CAN SANO,9100658144,CAN SANO,RAMON LLULL 9,GRANOLLERS,,,zona -> horario_inicio -> orden_actual
DR0031,850021,11561588,4,6,MARTU CITY,9100233605,MARTU CITY,PIERA 53,MARTORELLES,00:00,00:00,zona -> horario_inicio -> orden_actual
DR0031,850021,11561588,5,7,EL RECO DEL PLA,9100342550,EL RECO DEL PLA,CALLE FRANCESC LAYRET 19-21,MARTORELLES,,,zona -> horario_inicio -> orden_actual
DR0031,850021,11561588,6,8,CRISTINA BAR,9100238822,CRISTINA BAR,AVENIDA PIERA 33,MARTORELLES,,,zona -> horario_inicio -> orden_actual
DR0031,850021,11561588,7,4,BAR CAFETERIA ATLAS,9100728401,BAR CAFETERIA ATLAS,Carrer de Sant Isidre 16,MONTORNÈS DEL VALLÈS,00:00,18:00,zona -> horario_inicio -> orden_actual
DR0031,850021,11561588,8,13,412 COFFEE BEER,9100757467,412 COFFEE BEER,CARRETERA LA ROCA S/N,SANT FOST DE CAMPSENTELLE,,,zona -> horario_inicio -> orden_actual
DR0031,850021,11561588,9,9,RACÓ DE SANT FOST,9100542312,RACÓ DE SANT FOST,CALLE MIQUEL BIADA 1,SANT FOST DE CAMPSENTELLES,,,zona -> horario_inicio -> orden_actual
DR0031,850021,11561588,10,10,CAL TETE SANT FOST,9100055177,CAL TETE SANT FOST,AVENIDA SANT JERONI 13,SANT FOST DE CAMPSENTELLES,,,zona -> horario_inicio -> orden_actual
DR0031,850021,11561588,11,11,CAFETERIA ANGELA,9100447655,CAFETERIA ANGELA,AVENIDA SANT JERONI 4,SANT FOST DE CAMPSENTELLES,,,zona -> horario_inicio -> orden_actual
DR0031,850021,11561588,12,12,BRUNCH 4.12 MUSIC,9100757477,BRUNCH 4.12 MUSIC,Plaça la Vila 2,SANT FOST DE CAMPSENTELLES,,,zona -> horario_inicio -> orden_actual
DR0031,850021,11561588,13,5,LA FLOR MARISQUERIA,9100055559,LA FLOR MARISQUERIA,ANSELM CLAVE 3,SANTA MARIA DE MARTORELLES,,,zona -> horario_inicio -> orden_actual
DR0031,850021,11571750,1,7,MARTU CITY,9100233605,MARTU CITY,PIERA 53,MARTORELLES,00:00,00:00,zona -> horario_inicio -> orden_actual
DR0031,850021,11571750,2,5,RAIGUER III,9100139142,RAIGUER III,CAN FENOSA 21,MARTORELLES,,,zona -> horario_inicio -> orden_actual
DR0031,850021,11571750,3,6,PARADIS GRANJA,9100112714,PARADIS GRANJA,CALLE LA PRIMAVERA 10,MARTORELLES,,,zona -> horario_inicio -> orden_actual
DR0031,850021,11571750,4,8,CRISTINA BAR,9100238822,CRISTINA BAR,AVENIDA PIERA 33,MARTORELLES,,,zona -> horario_inicio -> orden_actual
DR0031,850021,11571750,5,9,BAR CABALLERO (OCAÑA),9100054923,BAR CABALLERO (OCAÑA),AVENIDA PIERA 45,MARTORELLES,,,zona -> horario_inicio -> orden_actual
DR0031,850021,11571750,6,3,PEPE.COM,9100151684,PEPE.COM,AVENIDA MIL.LENARI 15,MONTMELO,,,zona -> horario_inicio -> orden_actual
DR0031,850021,11571750,7,4,CAL QUIM,9100041503,CAL QUIM,AVENIDA POMPEU FABRA 3,MONTMELO,,,zona -> horario_inicio -> orden_actual
DR0031,850021,11571750,8,2,GRANJA VINALLONGA,9100097548,GRANJA VINALLONGA,CALLE JACINT VERDAGUER 3,MONTORNES DEL VALLES,,,zona -> horario_inicio -> orden_actual
DR0031,850021,11571750,9,1,BAR CAFETERIA ATLAS,9100728401,BAR CAFETERIA ATLAS,Carrer de Sant Isidre 16,MONTORNÈS DEL VALLÈS,00:00,18:00,zona -> horario_inicio -> orden_actual
DR0031,850021,11571750,10,10,LA CUPULA BAR,9100054889,LA CUPULA BAR,PLAZA LA VILA 4,SANT FOST DE CAMPSENTELLES,,,zona -> horario_inicio -> orden_actual
DR0031,850021,11571750,11,11,FAMILIAR BAR RESTAURANTE,9100252058,FAMILIAR BAR RESTAURANTE,AVENIDA SANT JERONI 3,SANT FOST DE CAMPSENTELLES,,,zona -> horario_inicio -> orden_actual
DR0031,850021,11571750,12,12,CAFETERIA ANGELA,9100447655,CAFETERIA ANGELA,AVENIDA SANT JERONI 4,SANT FOST DE CAMPSENTELLES,,,zona -> horario_inicio -> orden_actual
DR0031,850021,11571750,13,13,BRUNCH 4.12 MUSIC,9100757477,BRUNCH 4.12 MUSIC,Plaça la Vila 2,SANT FOST DE CAMPSENTELLES,,,zona -> horario_inicio -> orden_actual
DR0031,850021,11571750,14,14,BAR JOAN,9100243079,BAR JOAN,CALLE BARCELONA 74,SANT FOST DE CAMPSENTELLES,,,zona -> horario_inicio -> orden_actual
DR0031,850021,11578201,1,4,SANLUQUEÑOS BAR,9100055329,SANLUQUEÑOS BAR,SUR 5,MONTORNES DEL VALLES,,,zona -> horario_inicio -> orden_actual
DR0031,850021,11578201,2,5,MERCAT DEL CARME BAR,9100055275,MERCAT DEL CARME BAR,CALLE FEDERICO GARCIA LORCA 3,MONTORNES DEL VALLES,,,zona -> horario_inicio -> orden_actual
DR0031,850021,11578201,3,6,HERMANOS PADILLA,9100334134,HERMANOS PADILLA,Carrer de Federico García Lorca 12,MONTORNES DEL VALLES,,,zona -> horario_inicio -> orden_actual
DR0031,850021,11578201,4,7,BAR LOS HERMANOS.,9100044366,BAR LOS HERMANOS.,FEDERICO GARCIA LORCA 21,MONTORNES DEL VALLES,,,zona -> horario_inicio -> orden_actual
DR0031,850021,11578201,5,9,BRASERIA LA TEJA,9100726583,BRASERIA LA TEJA,Carrer Major 57,MONTORNÈS DEL VALLÈS,08:45,13:00,zona -> horario_inicio -> orden_actual
DR0031,850021,11578201,6,1,VALLES DONER KEBAB,9100622604,VALLES DONER KEBAB,Avinguda de l'Onze de Setembre 36,MONTORNÈS DEL VALLÈS,,,zona -> horario_inicio -> orden_actual
DR0031,850021,11578201,7,2,PASTELERIA CAFETERIA ELENA,9100468163,PASTELERIA CAFETERIA ELENA,MAJOR 45,MONTORNÈS DEL VALLÈS,,,zona -> horario_inicio -> orden_actual
DR0031,850021,11578201,8,3,ARTICAT(FANTASIAS Y SONRISAS),9100752760,ARTICAT(FANTASIAS Y SONRISAS),CALLE CONSELL DE CENT 5,MONTORNÈS DEL VALLÈS,,,zona -> horario_inicio -> orden_actual
DR0031,850021,11578201,9,8,COME BIEN RESTAURANTE,9100750960,COME BIEN RESTAURANTE,Carrer de Federico García Lorca 25,MONTORNÈS DEL VALLÈS,,,zona -> horario_inicio -> orden_actual
DR0031,850021,11578201,10,10,BAR PICASSO,9100617121,BAR PICASSO,PLAZA PAU PICASSO 9,MONTORNÈS DEL VALLÈS,,,zona -> horario_inicio -> orden_actual
DR0031,850021,11578201,11,11,' EL NOU' TOÓ RICO,9100536762,' EL NOU' TOÓ RICO,CALLE MAJOR 66,MONTORNÈS DEL VALLÈS,,,zona -> horario_inicio -> orden_actual
DR0031,850021,11578201,12,15,412 COFFEE BEER,9100757467,412 COFFEE BEER,CARRETERA LA ROCA S/N,SANT FOST DE CAMPSENTELLE,,,zona -> horario_inicio -> orden_actual
DR0031,850021,11578201,13,12,LOS CUESTAS,9100613076,LOS CUESTAS,Carrer Joaquim Blume 13,SANT FOST DE CAMPSENTELLES,,,zona -> horario_inicio -> orden_actual
DR0031,850021,11578201,14,13,LA ROSA BAR,9100055361,LA ROSA BAR,CALLE POMPEU FABRA 41,SANT FOST DE CAMPSENTELLES,,,zona -> horario_inicio -> orden_actual
DR0031,850021,11578201,15,14,CAL TETE SANT FOST,9100055177,CAL TETE SANT FOST,AVENIDA SANT JERONI 13,SANT FOST DE CAMPSENTELLES,,,zona -> horario_inicio -> orden_actual
DR0031,850021,11583203,1,6,RTE. CA LA POLI,9100055035,RTE. CA LA POLI,CALLE MAJOR 61,MONTORNES DEL VALLES,00:00,13:00,zona -> horario_inicio -> orden_actual
DR0031,850021,11583203,2,7,GRANJA SANTIAGO,9100129120,GRANJA SANTIAGO,CALLE BLAS INFANTE 8,MONTORNES DEL VALLES,,,zona -> horario_inicio -> orden_actual
DR0031,850021,11583203,3,8,CAN SALA,9100125812,CAN SALA,JOSEP TERRADELLAS SN,MONTORNES DEL VALLES,,,zona -> horario_inicio -> orden_actual
DR0031,850021,11583203,4,9,BAR MAJOR 47,9100154524,BAR MAJOR 47,PLAZA PAU PICASSO 1,MONTORNES DEL VALLES,,,zona -> horario_inicio -> orden_actual
DR0031,850021,11583203,5,10,BAR 28,9100043540,BAR 28,MAJOR 28,MONTORNES DEL VALLES,,,zona -> horario_inicio -> orden_actual
DR0031,850021,11583203,6,13,BAR CULIBLANCO - CAMPO FUTBOL ATLET,9100296409,BAR CULIBLANCO - CAMPO FUTBOL ATLET,Carrer del Gran Vial 3,MONTORNÈS DEL VALLÈS,09:00,11:30,zona -> horario_inicio -> orden_actual
DR0031,850021,11583203,7,5,BAR LA CUCA,9100563722,BAR LA CUCA,BLAS INFANTE 22,MONTORNÈS DEL VALLÈS,12:00,12:30,zona -> horario_inicio -> orden_actual
DR0031,850021,11583203,8,1,WOOD & COFFEE,9100724298,WOOD & COFFEE,Carrer de Jacint Verdaguer 9,MONTORNÈS DEL VALLÈS,,,zona -> horario_inicio -> orden_actual
DR0031,850021,11583203,9,2,JJ BAR,9100650976,JJ BAR,Avinguda de la Mare de Déu de Mo 26,MONTORNÈS DEL VALLÈS,,,zona -> horario_inicio -> orden_actual
DR0031,850021,11583203,10,3,EL MORDISKITO MONTORNES,9100529300,EL MORDISKITO MONTORNES,CALLE PALAU D'AMETLLA 15,MONTORNÈS DEL VALLÈS,,,zona -> horario_inicio -> orden_actual
DR0031,850021,11583203,11,4,CAFETERIA CAL ELVIRA,9100282679,CAFETERIA CAL ELVIRA,Avinguda de l'Onze de Setembre 48,MONTORNÈS DEL VALLÈS,,,zona -> horario_inicio -> orden_actual
DR0031,850021,11583203,12,11,RESTAURANTE INJA,9100513843,RESTAURANTE INJA,CARRETERA SANT ADRIA DEL BESOS-L 17,MONTORNÈS DEL VALLÈS,,,zona -> horario_inicio -> orden_actual
DR0031,850021,11583203,13,12,LA BONA TECA,9100601682,LA BONA TECA,BLAS INFANTE 15,MONTORNÈS DEL VALLÈS,,,zona -> horario_inicio -> orden_actual
DR0031,850021,11583203,14,15,BAR PLAZA PUEBLO,9100728505,BAR PLAZA PUEBLO,Plaça del Poble 14,MONTORNÈS DEL VALLÈS,,,zona -> horario_inicio -> orden_actual
DR0031,850021,11583203,15,14,CELLER DE CAN RODA,9100493210,CELLER DE CAN RODA,BV-5006 5006,SANTA MARIA DE MARTORELLES,,,zona -> horario_inicio -> orden_actual
DR0031,850021,11588030,1,15,PEPE.COM,9100151684,PEPE.COM,AVENIDA MIL.LENARI 15,MONTMELO,,,zona -> horario_inicio -> orden_actual
DR0031,850021,11588030,2,16,CAFETERIA ZURICH,9100512676,CAFETERIA ZURICH,CALLE MAJOR 11,MONTMELO,,,zona -> horario_inicio -> orden_actual
DR0031,850021,11588030,3,17,BODEGA CAMELOT,9100443296,BODEGA CAMELOT,PLAZA SANT ISIDRE 11,MONTMELO,,,zona -> horario_inicio -> orden_actual
DR0031,850021,11588030,4,18,BAR PLAZA GRAN,9100043839,BAR PLAZA GRAN,GRAN 3,MONTMELO,,,zona -> horario_inicio -> orden_actual
DR0031,850021,11588030,5,19,BAR LA TACITA,9100044116,BAR LA TACITA,CALLE DIPUTACIO 10,MONTMELO,,,zona -> horario_inicio -> orden_actual
DR0031,850021,11588030,6,20,BAR EL GARAJE,9100041161,BAR EL GARAJE,CALLE JOSEP TARRADELLAS 28,MONTMELO,,,zona -> horario_inicio -> orden_actual
DR0031,850021,11588030,7,12,BAR LINARES,9100761780,BAR LINARES,Plaça Sant Isidre S/N,MONTMELÓ,00:00,18:00,zona -> horario_inicio -> orden_actual
DR0031,850021,11588030,8,4,Venecia,9100745792,Venecia,AVENIDA MIL.LENARI 12,MONTMELÓ,,,zona -> horario_inicio -> orden_actual
DR0031,850021,11588030,9,5,TAPETES BAR,9100678295,TAPETES BAR,Passeig de les Corts Catalanes 7,MONTMELÓ,,,zona -> horario_inicio -> orden_actual
DR0031,850021,11588030,10,6,RESTAURANT 69KDIRES,9100749021,RESTAURANT 69KDIRES,Avinguda de Pompeu Fabra 24,MONTMELÓ,,,zona -> horario_inicio -> orden_actual
DR0031,850021,11588030,11,7,PIZZERIA MAYOR,9100729943,PIZZERIA MAYOR,Carrer Major 27,MONTMELÓ,,,zona -> horario_inicio -> orden_actual
DR0031,850021,11588030,12,8,NOU TOÓ RICO (MONTMELÓ),9100537742,NOU TOÓ RICO (MONTMELÓ),Carrer Major 51,MONTMELÓ,,,zona -> horario_inicio -> orden_actual
DR0031,850021,11588030,13,9,KIWI,9100683728,KIWI,Carrer Lluís Companys 4,MONTMELÓ,,,zona -> horario_inicio -> orden_actual
DR0031,850021,11588030,14,10,HOSTAL SERRA,9100563721,HOSTAL SERRA,MAJOR 1,MONTMELÓ,,,zona -> horario_inicio -> orden_actual
DR0031,850021,11588030,15,11,CLUB PADEL MONTMELO,9100450636,CLUB PADEL MONTMELO,CALLE FOLCH I TORRES S/N,MONTMELÓ,,,zona -> horario_inicio -> orden_actual
DR0031,850021,11588030,16,13,BAR CAMPO FUTBOL MONTMELO,9100558085,BAR CAMPO FUTBOL MONTMELO,Carrer Folch i Torras 1,MONTMELÓ,,,zona -> horario_inicio -> orden_actual
DR0031,850021,11588030,17,14,BAR BOTE,9100521616,BAR BOTE,CALLE SANTIAGO RUSI?OL 9,MONTMELÓ,,,zona -> horario_inicio -> orden_actual
DR0031,850021,11588030,18,3,BAR SALON DEPORTIVO,9100055925,BAR SALON DEPORTIVO,BLAS INFANTE 2,MONTORNES DEL VALLES,,,zona -> horario_inicio -> orden_actual
DR0031,850021,11588030,19,1,CHURROS CRUZ,9100725417,CHURROS CRUZ,Plaça de Pau Picasso 1,MONTORNÈS DEL VALLÈS,,,zona -> horario_inicio -> orden_actual
DR0031,850021,11588030,20,2,AMBIGU,9100650953,AMBIGU,Carrer Major 64,MONTORNÈS DEL VALLÈS,,,zona -> horario_inicio -> orden_actual
DR0031,850021,11588239,1,1,NOU TOÓ RICO (MONTMELÓ),9100537742,NOU TOÓ RICO (MONTMELÓ),Carrer Major 51,MONTMELÓ,,,zona -> horario_inicio -> orden_actual
DR0031,850021,11591383,1,4,SUPERMERCADO GASOLINERA DISCAU,9100044099,SUPERMERCADO GASOLINERA DISCAU,CARRETERA MONTMELO 120,GRANOLLERS,,,zona -> horario_inicio -> orden_actual
DR0031,850021,11591383,2,5,RAIGUER III,9100139142,RAIGUER III,CAN FENOSA 21,MARTORELLES,,,zona -> horario_inicio -> orden_actual
DR0031,850021,11591383,3,3,CAFETERIA ZURICH,9100512676,CAFETERIA ZURICH,CALLE MAJOR 11,MONTMELO,,,zona -> horario_inicio -> orden_actual
