Producto,Tipo,Volumen,Peso,Retornable,familia_inferida,categoria_logistica,zona_recomendada,prioridad_acceso,requiere_lateral,fragil,pesado,apilable,retorno_dinamico,orden_carga_recomendado,regla_aplicada
0AM4957,UN,ZCG,,No,Alimentación,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0AM4959,UN,ZCG,,No,Alimentación,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0AM4960,UN,ZCG,,No,Alimentación,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0AM4963,UN,ZCG,,No,Alimentación,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0AM4976,UN,ZCG,,No,Alimentación,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0AM4977,UN,ZCG,,No,Alimentación,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0AM4982,CAJ,ZCG,,No,Alimentación,Caja horeca secundaria,Zona secundaria / flexible,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Caja no crítica horeca => zona secundaria flexible
0AM4985,CAJ,ZCG,,No,Alimentación,Caja horeca secundaria,Zona secundaria / flexible,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Caja no crítica horeca => zona secundaria flexible
0AM4993,UN,ZCG,,No,Alimentación,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0AM4994,,ZCG,,No,Alimentación,Estándar,Zona general,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Sin regla específica => estándar
0AM4995,UN,ZCG,,No,Alimentación,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0AM4996,UN,ZCG,,No,Alimentación,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0AM4997,UN,ZCG,,No,Alimentación,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0AM5005,CAJ,FC04A3,,No,Alimentación,Caja horeca secundaria,Zona secundaria / flexible,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Caja no crítica horeca => zona secundaria flexible
0AM5006,UN,ZCG,,No,Alimentación,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0AM5015,UN,ZCG,,No,Alimentación,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0AM5029,UN,ZCG,,No,Alimentación,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0AM5040,UN,ZCG,,No,Alimentación,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0AM5059,UN,ZCG,,No,Alimentación,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0AM5064,UN,ZCG,,No,Alimentación,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0AM5074,UN,ZCG,,No,Alimentación,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0AM5075,UN,ZCG,,No,Alimentación,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0AM5083,UN,ZCG,,No,Alimentación,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0AM5095,UN,ZCG,,No,Alimentación,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0AM5096,UN,ZCG,,No,Alimentación,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0AM5183,UN,ZCG,,No,Alimentación,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0AM5218,UN,ZCG,,No,Alimentación,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0AM5220,CAJ,FC04A3,,No,Alimentación,Caja horeca secundaria,Zona secundaria / flexible,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Caja no crítica horeca => zona secundaria flexible
0AM5233,UN,ZCG,,No,Alimentación,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0AM5235,UN,ZCG,,No,Alimentación,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0AM5247,UN,ZCG,,No,Alimentación,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0AM5250,UN,ZCG,,No,Alimentación,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0AM5254,UN,ZCG,,No,Alimentación,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0AM5266,UN,ZCG,,No,Alimentación,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0AM5269,UN,ZCG,,No,Alimentación,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0AM5278,CAJ,EA07B1,,No,Alimentación,Caja horeca secundaria,Zona secundaria / flexible,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Caja no crítica horeca => zona secundaria flexible
0AM5287,UN,ZCG,,No,Alimentación,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0AM5310,UN,ZCG,,No,Alimentación,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0AM5311,UN,ZCG,,No,Alimentación,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0AM5312,UN,ZCG,,No,Alimentación,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0AM5320,CAJ,ZCG,,No,Alimentación,Caja horeca secundaria,Zona secundaria / flexible,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Caja no crítica horeca => zona secundaria flexible
0AM5326,UN,ZCG,,No,Alimentación,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0AM5329,UN,ZCG,,No,Alimentación,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0AM5332,UN,ZCG,,No,Alimentación,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0AM5334,UN,ZCG,,No,Alimentación,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0AM5336,UN,ZCG,,No,Alimentación,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0AM5358,UN,ZCG,,No,Alimentación,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0AM5364,UN,ZCG,,No,Alimentación,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0AM5369,UN,ZCG,,No,Alimentación,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0AM5370,UN,ZCG,,No,Alimentación,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0AM5383,UN,ZCG,,No,Alimentación,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0AM5386,UN,ZCG,,No,Alimentación,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0AM5387,UN,ZCG,,No,Alimentación,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0AM5388,UN,ZCG,,No,Alimentación,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0AM5390,UN,ZCG,,No,Alimentación,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0AM5391,,ZCG,,No,Alimentación,Estándar,Zona general,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Sin regla específica => estándar
0AM5392,UN,ZCG,,No,Alimentación,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0AM5393,UN,ZCG,,No,Alimentación,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0AM5394,,ZCG,,No,Alimentación,Estándar,Zona general,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Sin regla específica => estándar
0AM5395,UN,ZCG,,No,Alimentación,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0AM5396,UN,ZCG,,No,Alimentación,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0AM5397,UN,ZCG,,No,Alimentación,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0AM5408,UN,ZCG,,No,Alimentación,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0AM5418,UN,ZCG,,No,Alimentación,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0AM5427,UN,ZCG,,No,Alimentación,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0AM5428,UN,ZCG,,No,Alimentación,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0AM5429,UN,ZCG,,No,Alimentación,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0AM5447,UN,ZCG,,No,Alimentación,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0AM5463,CAJ,FC02C1,,No,Alimentación,Caja horeca secundaria,Zona secundaria / flexible,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Caja no crítica horeca => zona secundaria flexible
0AM5471,EST,ZCG,,No,Alimentación,Estándar,Zona general,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Sin regla específica => estándar
0AM5474,UN,ZCG,,No,Alimentación,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0AM5476,UN,ZCG,,No,Alimentación,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0AM5487,UN,ZCG,,No,Alimentación,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0AM5488,CAJ,ZCG,,No,Alimentación,Caja horeca secundaria,Zona secundaria / flexible,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Caja no crítica horeca => zona secundaria flexible
0AM5495,UN,ZCG,,No,Alimentación,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0AM5497,CAJ,ZCG,,No,Alimentación,Caja horeca secundaria,Zona secundaria / flexible,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Caja no crítica horeca => zona secundaria flexible
0AM5498,UN,ZCG,,No,Alimentación,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0AM5500,UN,ZCG,,No,Alimentación,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0AM5501,CAJ,ZCG,,No,Alimentación,Caja horeca secundaria,Zona secundaria / flexible,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Caja no crítica horeca => zona secundaria flexible
0AM5502,CAJ,ZCG,,No,Alimentación,Caja horeca secundaria,Zona secundaria / flexible,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Caja no crítica horeca => zona secundaria flexible
0AM5506,UN,ZCG,,No,Alimentación,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0AM5510,UN,ZCG,,No,Alimentación,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0AM5511,UN,ZCG,,No,Alimentación,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0AM5512,UN,ZCG,,No,Alimentación,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0AM5513,UN,ZCG,,No,Alimentación,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0AM5514,UN,ZCG,,No,Alimentación,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0AM5515,UN,ZCG,,No,Alimentación,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0AM5516,UN,ZCG,,No,Alimentación,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0AM5517,UN,ZCG,,No,Alimentación,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0AM5518,UN,ZCG,,No,Alimentación,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0AM5519,UN,EA02A3,,No,Alimentación,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0AM5526,UN,ZCG,,No,Alimentación,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0AM5528,UN,ZCG,,No,Alimentación,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0AM5554,UN,ZCG,,No,Alimentación,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0AM5555,UN,ZCG,,No,Alimentación,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0AM5562,,ZCG,,No,Alimentación,Estándar,Zona general,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Sin regla específica => estándar
0AM5564,,ZCG,,No,Alimentación,Estándar,Zona general,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Sin regla específica => estándar
0AM5570,,ZCG,,No,Alimentación,Estándar,Zona general,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Sin regla específica => estándar
0AM5571,,ZCG,,No,Alimentación,Estándar,Zona general,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Sin regla específica => estándar
0AM5578,UN,A0DISTRIDA,,No,Alimentación,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0AM5579,UN,A0DISTRIDA,,No,Alimentación,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0AM5584,,ZCG,,No,Alimentación,Estándar,Zona general,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Sin regla específica => estándar
0AM5587,,ZCG,,No,Alimentación,Estándar,Zona general,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Sin regla específica => estándar
0AM5605,,ZCG,,No,Alimentación,Estándar,Zona general,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Sin regla específica => estándar
0AM5606,,ZCG,,No,Alimentación,Estándar,Zona general,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Sin regla específica => estándar
0AM5607,,ZCG,,No,Alimentación,Estándar,Zona general,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Sin regla específica => estándar
0AM5616,,ZCG,,No,Alimentación,Estándar,Zona general,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Sin regla específica => estándar
0AM5617,,ZCG,,No,Alimentación,Estándar,Zona general,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Sin regla específica => estándar
0AM5618,,ZCG,,No,Alimentación,Estándar,Zona general,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Sin regla específica => estándar
0AM5619,,ZCG,,No,Alimentación,Estándar,Zona general,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Sin regla específica => estándar
0AM5620,,ZCG,,No,Alimentación,Estándar,Zona general,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Sin regla específica => estándar
0AM5629,,ZCG,,No,Alimentación,Estándar,Zona general,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Sin regla específica => estándar
0AM5630,,ZCG,,No,Alimentación,Estándar,Zona general,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Sin regla específica => estándar
0AM5678,,ZCG,,No,Alimentación,Estándar,Zona general,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Sin regla específica => estándar
0AM5690,,ZCG,,No,Alimentación,Estándar,Zona general,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Sin regla específica => estándar
0CF0029,UN,ZCG,,No,Café,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0CF0056,UN,FC01A3,,No,Café,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0CF0058,UN,FC01A2,,No,Café,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0CF0060,CAJ,AA10A3,,No,Café,Caja horeca secundaria,Zona secundaria / flexible,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Caja no crítica horeca => zona secundaria flexible
0CF0080,UN,FC02A2,,No,Café,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0CF0124,CAJ,ZCG,,No,Café,Caja horeca secundaria,Zona secundaria / flexible,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Caja no crítica horeca => zona secundaria flexible
0CF0128,,ZCG,,No,Café,Estándar,Zona general,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Sin regla específica => estándar
0CF0353,UN,FC05A2,,No,Café,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0CF0355,UN,FC05A3,,No,Café,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0CF0357,UN,FC05A3,,No,Café,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0CF0374,UN,FC04A3,,No,Café,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0CF0410,,ZCG,,No,Café,Estándar,Zona general,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Sin regla específica => estándar
0CF0411,,ZCG,,No,Café,Estándar,Zona general,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Sin regla específica => estándar
0CF0412,,ZCG,,No,Café,Estándar,Zona general,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Sin regla específica => estándar
0CF0413,,ZCG,,No,Café,Estándar,Zona general,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Sin regla específica => estándar
0CF0414,,ZCG,,No,Café,Estándar,Zona general,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Sin regla específica => estándar
0CF0415,,ZCG,,No,Café,Estándar,Zona general,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Sin regla específica => estándar
0CF0417,,ZCG,,No,Café,Estándar,Zona general,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Sin regla específica => estándar
0CF0418,,ZCG,,No,Café,Estándar,Zona general,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Sin regla específica => estándar
0CF0419,,ZCG,,No,Café,Estándar,Zona general,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Sin regla específica => estándar
0CF0420,,ZCG,,No,Café,Estándar,Zona general,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Sin regla específica => estándar
0CF0421,,ZCG,,No,Café,Estándar,Zona general,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Sin regla específica => estándar
0CF0424,,ZCG,,No,Café,Estándar,Zona general,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Sin regla específica => estándar
0CF0711,,ZCG,,No,Café,Estándar,Zona general,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Sin regla específica => estándar
0CF0875,,ZCG,,No,Café,Estándar,Zona general,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Sin regla específica => estándar
0CF1028,CAJ,EA07C1,,No,Café,Caja horeca secundaria,Zona secundaria / flexible,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Caja no crítica horeca => zona secundaria flexible
